"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"This [[bitch]] just texted me out the blue bout want see her butt.","This [[bird]] just texted me out the blue bout want see her butt.",0.0064795613288879395,0.6639765501022339,1,2,1,55,"Successful"
"Why do yall [[bitches]] act so childish","Why do yall [[c]] act so childish",0.008416712284088135,0.9471154808998108,1,2,1,27,"Successful"
"""[[If]] you're a bad bitch put your hands up [[high]]"" <SPLIT>Every girl in the room starts waving there hands around.","""[[like]] you're a bad bitch put your hands up [[shit]]"" <SPLIT>Every girl in the room starts waving there hands around.",0.006645917892456055,0.00846010446548462,1,1,1,22,"Failed"
"RT @Livlopezzz: [[Let]] me make this clear [[I]] don't need no fucking body! I don't [[need]] none of you whack ass hoes too be friend &#128564;","RT @Livlopezzz: [[want]] me make this clear [[you]] don't need no fucking body! I don't [[pay]] none of you whack ass hoes too be friend &#128564;",0.042720139026641846,0.06557309627532959,1,1,1,71,"Failed"
"[[Nigga]] hungry then a [[bitch]] too","[[light]] hungry then a [[wolf]] too",0.08007925748825073,0.9767819046974182,1,2,1,63,"Successful"
"RT @UceJayy: I see you subtweeting me [[hoe]].","RT @UceJayy: I see you subtweeting me [[messages]].",0.010703861713409424,0.9753063321113586,1,2,1,20,"Successful"
"On the secret Party mission! Live tweaking to [[mock]] FATPO.","On the secret Party mission! Live tweaking to [[kill]] FATPO.",0.03862869739532471,0.8969566822052002,2,0,2,48,"Successful"
"RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with [[birds]]","RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with [[women]]",0.06951326131820679,0.712806224822998,2,1,2,41,"Successful"
"@_ElenaRaquel_ its swag [[bitch]] aha","@_ElenaRaquel_ its swag [[makes]] aha",0.007227838039398193,0.9721190333366394,1,2,1,33,"Successful"
"' Shawty [[wanna]] [[tell]] me secrets on how to rap niggah , I tell that [[bitch]] it's more attractive when you hold it down &#1043359;&#1043351; .","' Shawty [[go]] [[teach]] me secrets on how to rap niggah , I tell that [[way]] it's more attractive when you hold it down &#1043359;&#1043351; .",0.019988298416137695,0.06842184066772461,1,1,1,47,"Failed"
"[[Anglo-Saxon]] [[Mike]] [[Oz]]","[[ex]] [[anglo]] [[lesser]]",0.035566508769989014,0.7093809843063354,2,0,2,95,"Successful"
"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes <SPLIT>[[Me]]: [[https]]://t.[[co]]/5PAfEceL1i","&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes <SPLIT>[[podcast]]: [[episode]]://t.[[html]]/5PAfEceL1i",0.013445258140563965,0.02273625135421753,1,1,1,95,"Failed"
"RT @ThaReal_Elijah: Used to be with 50 niggas, 20 of [[em]] [[got]] murked, 20 of em turned pussy, the other 10 [[put]] in work","RT @ThaReal_Elijah: Used to be with 50 niggas, 20 of [[yo]] [[fucking]] murked, 20 of em turned pussy, the other 10 [[stuck]] in work",0.07831007242202759,0.15300029516220093,1,1,1,61,"Failed"
"""[[U]] [[got]] my 200K [[bitch]] [[nigga]]""--Al [[Haymon]] to [[Antonio]] Tarver","""[[fucking]] [[fuck]] my 200K [[z]] [[ts]]""--Al [[co]] to [[u]] Tarver",0.12582051753997803,0.5043234825134277,1,1,1,294,"Failed"
"Seen Glo eat a twat on stage watching that [[shit]]. And get eaten in the middle of a populated concourse, if I ain't mistaken...","Seen Glo eat a twat on stage watching that [[stuff]]. And get eaten in the middle of a populated concourse, if I ain't mistaken...",0.013658225536346436,0.7870755195617676,1,2,1,25,"Successful"
"What mad [[cunt]] created masturbating? That dude needs a high 5...","What mad [[chef]] created masturbating? That dude needs a high 5...",0.0531502366065979,0.9828935861587524,1,2,1,50,"Successful"
"&#8220;@IAmClatonBigsby: [[Bout]] to ride my horse, to come fuck yo [[bitch]].&#8221;[[Ooh]] @ em tho","&#8220;@IAmClatonBigsby: [[get]] to ride my horse, to come fuck yo [[goat]].&#8221;[[see]] @ em tho",0.02337545156478882,0.13353180885314941,1,1,1,71,"Failed"
"@kieffer_jason Lmfao and [[I'm]] making more money then yo duck ass [[bitch]] I from Dallas [[tx]] born and raised and we back our shit up all [[day]] nigga","@kieffer_jason Lmfao and [[im]] making more money then yo duck ass [[fuck]] I from Dallas [[texas]] born and raised and we back our shit up all [[da]] nigga",0.10395550727844238,0.26908230781555176,1,1,1,58,"Failed"
"Chris [[Paul]] trash LMFAO","Chris [[co]] trash LMFAO",0.03914886713027954,0.6756201386451721,2,0,2,37,"Successful"
"My sister called the chinks an asked was they open ctfu she fried!!","My sister called the chinks an asked was they open ctfu she fried!!",0.6825191378593445,0.6825191378593445,0,0,1,1,"Skipped"
"I mean most ppl confuse when to [[use]] ""to"" and ""too"", this nicca [[used]] the word ""two"" when he should've used ""to"" &#128530;","I mean most ppl confuse when to [[using]] ""to"" and ""too"", this nicca [[got]] the word ""two"" when he should've used ""to"" &#128530;",0.055946409702301025,0.10569030046463013,2,2,2,53,"Failed"
"Lmao they got the Titanfall jump in this [[bitch]]","Lmao they got the Titanfall jump in this [[photo]]",0.006936609745025635,0.9796726703643799,1,2,1,51,"Successful"
"No need to tweet these [[bitches]] know my status","No need to tweet these [[books]] know my status",0.006505429744720459,0.9846281409263611,1,2,1,37,"Successful"
"Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. http://t.co/CUlwvpCpa7","Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. http://t.co/CUlwvpCpa7",0.6367197036743164,0.6367197036743164,0,0,1,1,"Skipped"
"&#8220;@Bossman_Carl: [[I]] just wanna do something for somebody&#8221;boy sound desperate than hoe how you [[bout]] you start off and flat that nose of yours","&#8220;@Bossman_Carl: [[we]] just wanna do something for somebody&#8221;boy sound desperate than hoe how you [[talk]] you start off and flat that nose of yours",0.012172222137451172,0.015184402465820312,1,1,1,85,"Failed"
"RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300","RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300",0.8888363242149353,0.8888363242149353,1,1,0,1,"Skipped"
"Stay home then bitch fuck u","Stay home then bitch fuck u",0.954174816608429,0.954174816608429,1,1,0,1,"Skipped"
"[[His]] [[bitch]] [[wan]] fuck me [[cuz]] he [[sneak]] [[dissin]] me &#[[128520]];","[[his]] [[gang]] [[gang]] fuck me [[gang]] he [[killed]] [[kill]] me &#[[one]];",0.0243871808052063,0.6041985750198364,1,0,1,154,"Successful"
"The baddest [[bitch]] in the world followed me on IG today and started liking all my pics. I aint even all that attractive so I know she catfish","The baddest [[thing]] in the world followed me on IG today and started liking all my pics. I aint even all that attractive so I know she catfish",0.006659567356109619,0.8339430093765259,1,2,1,25,"Successful"
"RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_[[BeautifulKeezy]]: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be [[twatching]] hoe &#128514;&#128514;","RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_[[stupid]]: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be [[da]] hoe &#128514;&#128514;",0.03164529800415039,0.058171093463897705,1,1,1,66,"Failed"
"RT @nikaaaa3: @Patt_Hoff you're secretly a [[Yankee]] fan! You'll admit it some day !","RT @nikaaaa3: @Patt_Hoff you're secretly a [[penis]] fan! You'll admit it some day !",0.0210113525390625,0.9026405811309814,2,1,2,48,"Successful"
"[[RT]] @[[Burrgos]]: you [[hang]] out with a [[hoe]] you [[gonna]] [[turn]] into a [[hoe]]","[[people]] @[[co]]: you [[freak]] out with a [[hacking]] you [[should]] [[hack]] into a [[hack]]",0.012747764587402344,0.6694731712341309,1,0,1,292,"Successful"
"RT @[[RBK_STEVIEJ]]: [[I]] [[dont]] respect [[nun]] about a [[bitch]] cause idgaf [[bout]] des hoes","RT @[[u]]: [[you]] [[fucking]] respect [[ass]] about a [[kill]] cause idgaf [[kill]] des hoes",0.011044561862945557,0.6105434894561768,1,0,1,191,"Successful"
"Is anything going down tonight besides my [[bitch]]","Is anything going down tonight besides my [[question]]",0.005989015102386475,0.9848377108573914,1,2,1,47,"Successful"
"[[Yankees]] [[season]] over tho. So yeah.","[[bloody]] [[hell]] over tho. So yeah.",0.019031286239624023,0.9815093874931335,2,1,2,65,"Successful"
"RT @dallywaggz12: I may be a [[bitch]], but least I keep it real.","RT @dallywaggz12: I may be a [[gamer]], but least I keep it real.",0.008133471012115479,0.984612226486206,1,2,1,46,"Successful"
"RT @BloodBloodBIood: Valentines day is just an extra Christmas for [[bitches]] blood","RT @BloodBloodBIood: Valentines day is just an extra Christmas for [[team]] blood",0.007849931716918945,0.9906643629074097,1,2,1,29,"Successful"
"RT @ripstephanie_: ""let my shirt go [[bitch]] it's Aeropostale wtf is wrong with you "" &#128514;&#128557;&#128514; https://t.co/xM5s5HN7tq","RT @ripstephanie_: ""let my shirt go [[said]] it's Aeropostale wtf is wrong with you "" &#128514;&#128557;&#128514; https://t.co/xM5s5HN7tq",0.009564876556396484,0.9623886346817017,1,2,1,25,"Successful"
"Some of the ice [[melted]] in my car cause the dumb fuck at 7/11 [[decided]] he [[wanted]] to strike up a conversation wit a fat ugly [[bitch]] [[smfh]]","Some of the ice [[are]] in my car cause the dumb fuck at 7/11 [[says]] he [[decided]] to strike up a conversation wit a fat ugly [[ass]] [[o]]",0.08182144165039062,0.3158673644065857,1,1,1,90,"Failed"
"Curse AVI for Coke because [[he's]] a fag and hasn't put it on yet http://t.co/jHQPwop4wk","Curse AVI for Coke because [[is]] a fag and hasn't put it on yet http://t.co/jHQPwop4wk",0.47797441482543945,0.59767085313797,0,1,0,29,"Successful"
"RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last [[night]] was cool until niggas was more worried bout us than [[bitches]]..&#8221;it's like that all the [[time]].","RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last [[week]] was cool until niggas was more worried bout us than [[anyone]]..&#8221;it's like that all the [[times]].",0.035052597522735596,0.09369850158691406,1,1,1,38,"Failed"
"@DrMalvo <SPLIT>I likes it back dare. It's free fo me cause whitey pay da fee","@DrMalvo <SPLIT>I likes it back dare. It's free fo me cause whitey pay da fee",0.6771644353866577,0.6771644353866577,2,2,1,1,"Skipped"
"@Alan_Casillas [[bitches]] or wat","@Alan_Casillas [[site]] or wat",0.007169902324676514,0.9865227937698364,1,2,1,43,"Successful"
"#porn,#[[android]],#[[iphone]],#[[ipad]],#[[sex]],#xxx, | #BigTits | Cute preggie slut [[big]] tits plays with swollen pussy [[http]]://t.[[co]]/[[iTCpEBCem4]]","#porn,#[[trash]],#[[fat]],#[[linux]],#[[linux]],#xxx, | #BigTits | Cute preggie slut [[smart]] tits plays with swollen pussy [[internet]]://t.[[gay]]/[[html]]",0.015948474407196045,0.0888858437538147,1,1,1,270,"Failed"
"RT @JeromeSantonio: I don't care how [[much]] I hate a [[girl]], [[I'll]] [[never]] call her a hoe, [[bitch]], slut or any of that shit lol","RT @JeromeSantonio: I don't care how [[fucking]] I hate a [[women]], [[i]] [[ever]] call her a hoe, [[whore]], slut or any of that shit lol",0.013530731201171875,0.136832594871521,1,1,1,73,"Failed"
"@MichaelFraughto haha faggot","@MichaelFraughto haha faggot",0.5724783539772034,0.5724783539772034,0,0,1,1,"Skipped"
"I [[hate]] the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.","I [[like]] the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.",0.6326378583908081,0.7265292406082153,0,2,0,29,"Successful"
"[[RT]] @patbeeh95: @iDocLyfe [[Rick]] James ain't even slap his [[bitches]] that hard","[[david]] @patbeeh95: @iDocLyfe [[au]] James ain't even slap his [[gun]] that hard",0.01769125461578369,0.7065681219100952,1,2,1,129,"Successful"
"@Pohlman2 do I look like mike Vick [[bitch]]","@Pohlman2 do I look like mike Vick [[unknown]]",0.01080477237701416,0.9801604747772217,1,2,1,37,"Successful"
"Photo: Here some kimora boobies for you &#128139; &#128298; this is how unlock before I slice a bitch. #kimorablac... [[http]]://t.co/[[puKJtghIPB]]","Photo: Here some kimora boobies for you &#128139; &#128298; this is how unlock before I slice a bitch. #kimorablac... [[pdf]]://t.co/[[pdf]]",0.009518682956695557,0.010088026523590088,1,1,1,124,"Failed"
"[[I]] [[think]] [[every]] [[bitch]] wit a [[tongue]] [[piercing]] [[suck]] dick [[im]] just being [[real]]","[[you]] [[fucking]] [[a]] [[fuck]] wit a [[psycho]] [[fucking]] [[gay]] dick [[people]] just being [[stupid]]",0.024871408939361572,0.6081368923187256,1,0,1,229,"Successful"
"@FrankieJGrande ew queer white thirsty bitch","@FrankieJGrande ew queer white thirsty bitch",0.6976687908172607,0.6976687908172607,1,1,0,1,"Skipped"
"will u sell dat [[pussy]] for me?","will u sell dat [[gift]] for me?",0.010146558284759521,0.9851405620574951,1,2,1,50,"Successful"
"Dis [[bitch]] by my side and I'll never be broken. http://t.co/Nd2YtJkxgv","Dis [[sleep]] by my side and I'll never be broken. http://t.co/Nd2YtJkxgv",0.007431626319885254,0.9868025779724121,1,2,1,52,"Successful"
"RT @VersaceLaFlare: everybody [[turning]] into assholes this year. Look what you&#8217;ve bitches have done to us.","RT @VersaceLaFlare: everybody [[get]] into assholes this year. Look what you&#8217;ve bitches have done to us.",0.030198872089385986,0.03626728057861328,1,1,1,39,"Failed"
"Damn I use to be a big fan of Ronda, but so far she's been a big [[cunt]] #TUF","Damn I use to be a big fan of Ronda, but so far she's been a big [[f]] #TUF",0.025193452835083008,0.8121093511581421,1,2,1,21,"Successful"
"@Christian_ESEM you don't know what your talking about retarded [[faggot]]","@Christian_ESEM you don't know what your talking about retarded [[shit]]",0.38869887590408325,0.7684804797172546,0,1,0,29,"Successful"
"RT @KatelynBarnes3: Working out with the [[hoes]] @savanaharanda @AnnaComan2","RT @KatelynBarnes3: Working out with the [[world]] @savanaharanda @AnnaComan2",0.01653921604156494,0.9857133030891418,1,2,1,55,"Successful"
"Photo: Me and my [[bitch]] http://t.co/0jeLcx0nKU","Photo: Me and my [[children]] http://t.co/0jeLcx0nKU",0.00663226842880249,0.9910100102424622,1,2,1,56,"Successful"
"@JadeGreenleaf [[fag]]","@JadeGreenleaf [[c]]",0.35633212327957153,0.9910339713096619,0,2,0,39,"Successful"
"Pretend assholes callin the women [[bitches]] when they know they [[love]] em lol..","Pretend assholes callin the women [[idiots]] when they know they [[kill]] em lol..",0.03341859579086304,0.5901933908462524,1,0,1,81,"Successful"
"[[laughing]] on the [[inside]] [[thinking]] ""[[that's]] what [[yo]] [[bitch]] ass [[get]], fuck [[boy]]"".","[[commentary]] on the [[joke]] [[says]] ""[[to]] what [[die]] [[bloody]] ass [[eats]], fuck [[ies]]"".",0.042750418186187744,0.5498841404914856,1,0,1,215,"Successful"
"i'm [[sorry]] but if you don't eat seafood solely by the [[fact]] that it's from the ocean, you are [[seriously]] an unrespectable pussy.","i'm [[shocked]] but if you don't eat seafood solely by the [[assumption]] that it's from the ocean, you are [[obviously]] an unrespectable pussy.",0.009431660175323486,0.013601481914520264,1,1,1,95,"Failed"
"@Marco_SharkHoes [[hoe]] I'm at work til like 8","@Marco_SharkHoes [[tomorrow]] I'm at work til like 8",0.015880942344665527,0.9881905317306519,1,2,1,28,"Successful"
"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this [[bitch]]""","@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this [[one]]""",0.009499073028564453,0.9737334847450256,1,2,1,17,"Successful"
"@triple6em96 @Hunglikerobby_ uh [[I]] think his mom loves him you fucking retard. [[I'm]] [[sure]] your gunna be so successful emilie. We all [[believe]] &#128521;","@triple6em96 @Hunglikerobby_ uh [[it]] think his mom loves him you fucking retard. [[yer]] [[right]] your gunna be so successful emilie. We all [[think]] &#128521;",0.2107948660850525,0.29168474674224854,1,1,1,43,"Failed"
"RT @ScottyRackss: My Wifi stronger then half y'all [[hoes]] relationships lol","RT @ScottyRackss: My Wifi stronger then half y'all [[work]] relationships lol",0.010847091674804688,0.977557361125946,1,2,1,32,"Successful"
"My mom wants to buy a [[zebra]] like for [[reals]]","My mom wants to buy a [[woman]] like for [[shit]]",0.028922080993652344,0.9974614977836609,2,1,2,86,"Successful"
"Never tell a [[bitch]] that I love her","Never tell a [[teacher]] that I love her",0.0065468549728393555,0.9681099653244019,1,2,1,54,"Successful"
"@[[StPaul_Brandon]] <SPLIT>[[She]] [[colored]] not [[Lebanese]]","@[[was]] <SPLIT>[[you]] [[n]] not [[n]]",0.09713113307952881,0.38248342275619507,2,2,2,65,"Failed"
"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil [[bitch]] with no sense of humor.","RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil [[la]] with no sense of humor.",0.007348001003265381,0.9327078461647034,1,2,1,36,"Successful"
